symbol,settlement,bid_size,bid,ask,ask_size,last,close,change,open,high,low,previous_close,turnover,volume,operations,datetime,group,expiration,tipo
TE52C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-08,OBLIGACIONES NEGOCIABLES
TE52D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-08,OBLIGACIONES NEGOCIABLES
TE52P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-08,OBLIGACIONES NEGOCIABLES
TE53C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-08,OBLIGACIONES NEGOCIABLES
TE53D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-08,OBLIGACIONES NEGOCIABLES
TE53P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-08,OBLIGACIONES NEGOCIABLES
TGCHC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-02-11,OBLIGACIONES NEGOCIABLES
TGCHD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-02-11,OBLIGACIONES NEGOCIABLES
TGCHO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,,CORP,2027-02-11,OBLIGACIONES NEGOCIABLES
TGCHX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-02-11,OBLIGACIONES NEGOCIABLES
TGCHY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-02-11,OBLIGACIONES NEGOCIABLES
TGCHZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-02-11,OBLIGACIONES NEGOCIABLES
TL21C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-10,OBLIGACIONES NEGOCIABLES
TL21D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-10,OBLIGACIONES NEGOCIABLES
TL21P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-10,OBLIGACIONES NEGOCIABLES
TL23C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-10,OBLIGACIONES NEGOCIABLES
TL23D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-10,OBLIGACIONES NEGOCIABLES
TL23P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-10,OBLIGACIONES NEGOCIABLES
TLC1C,2,0,0.0,106.0,9644,106.0,0.0,0.004699999999999999,106.0,106.0,106.0,105.5,377.36,356,3,2025-05-14 16:09:00,CORP,2026-07-18,OBLIGACIONES NEGOCIABLES
TLC1D,2,2321,105.2,105.35,2283,105.2,0.0,-0.0168,106.75,106.75,103.2,107.0,33126.46,31550,48,2025-05-14 16:32:00,CORP,2026-07-18,OBLIGACIONES NEGOCIABLES
TLC1O,2,2124,119820.0,119990.0,2874,119820.0,0.0,-0.0154,121500.0,121500.0,118530.0,121700.0,72579498.4,60756,88,2025-05-14 16:32:00,CORP,2026-07-18,OBLIGACIONES NEGOCIABLES
TLC1X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,126086.301,0.0,0,0,,CORP,2026-07-18,OBLIGACIONES NEGOCIABLES
TLC1Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.001,0.0,0,0,,CORP,2026-07-18,OBLIGACIONES NEGOCIABLES
TLC1Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-07-18,OBLIGACIONES NEGOCIABLES
TLC5C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,34.711,0.0,0,0,,CORP,2025-08-06,OBLIGACIONES NEGOCIABLES
TLC5D,2,4000,35.0,35.3,21000,35.0,0.0,-0.0084,35.347,35.347,34.95,35.3,17858.7,51000,16,2025-05-14 16:30:00,CORP,2025-08-06,OBLIGACIONES NEGOCIABLES
TLC5O,2,5000,39865.0,40240.0,7000,39825.0,0.0,-0.0040999999999999995,39485.0,40520.0,39485.0,39990.0,14373500.0,36000,15,2025-05-14 16:30:00,CORP,2025-08-06,OBLIGACIONES NEGOCIABLES
TLC5X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,44530.479,0.0,0,0,,CORP,2025-08-06,OBLIGACIONES NEGOCIABLES
TLC5Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,70.579,0.0,0,0,,CORP,2025-08-06,OBLIGACIONES NEGOCIABLES
TLC5Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,0,0,,CORP,2025-08-06,OBLIGACIONES NEGOCIABLES
TLCAC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-10,OBLIGACIONES NEGOCIABLES
TLCAD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-10,OBLIGACIONES NEGOCIABLES
TLCAO,2,700,130000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,136760.0,0.0,0,0,,CORP,2025-06-10,OBLIGACIONES NEGOCIABLES
TLCAX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,123675.0,0.0,0,0,,CORP,2025-06-10,OBLIGACIONES NEGOCIABLES
TLCAY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,68.8,0.0,0,0,,CORP,2025-06-10,OBLIGACIONES NEGOCIABLES
TLCAZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-10,OBLIGACIONES NEGOCIABLES
TLCDC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-03-09,OBLIGACIONES NEGOCIABLES
TLCDD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,70.05,0.0,0,0,,CORP,2027-03-09,OBLIGACIONES NEGOCIABLES
TLCDO,2,10,80000.0,135010.0,494,0.0,0.0,0.0,0.0,0.0,0.0,95000.0,0.0,0,0,,CORP,2027-03-09,OBLIGACIONES NEGOCIABLES
TLCDX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,93003.0,0.0,0,0,,CORP,2027-03-09,OBLIGACIONES NEGOCIABLES
TLCDY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-03-09,OBLIGACIONES NEGOCIABLES
TLCDZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0,0,,CORP,2027-03-09,OBLIGACIONES NEGOCIABLES
TLCFC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-02-10,OBLIGACIONES NEGOCIABLES
TLCFD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,55.7526,0.0,0,0,,CORP,2028-02-10,OBLIGACIONES NEGOCIABLES
TLCFO,2,9,74500.0,81800.0,255,74500.0,0.0,-0.06280000000000001,79500.0,81800.0,74500.0,79500.0,42695.0,53,7,2025-05-14 15:16:00,CORP,2028-02-10,OBLIGACIONES NEGOCIABLES
TLCFX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,90410.0,0.0,0,0,,CORP,2028-02-10,OBLIGACIONES NEGOCIABLES
TLCFY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-02-10,OBLIGACIONES NEGOCIABLES
TLCFZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-02-10,OBLIGACIONES NEGOCIABLES
TLCGC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-02,OBLIGACIONES NEGOCIABLES
TLCGD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0,0,,CORP,2026-06-02,OBLIGACIONES NEGOCIABLES
TLCGO,2,10,80000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,0.0,0,0,,CORP,2026-06-02,OBLIGACIONES NEGOCIABLES
TLCGX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100441.0,0.0,0,0,,CORP,2026-06-02,OBLIGACIONES NEGOCIABLES
TLCGY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-02,OBLIGACIONES NEGOCIABLES
TLCGZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-02,OBLIGACIONES NEGOCIABLES
TLCHC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-07-21,OBLIGACIONES NEGOCIABLES
TLCHD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,0.0,0,0,,CORP,2025-07-21,OBLIGACIONES NEGOCIABLES
TLCHO,2,300,105000.0,117800.0,220,0.0,0.0,0.0,0.0,0.0,0.0,112800.0,0.0,0,0,,CORP,2025-07-21,OBLIGACIONES NEGOCIABLES
TLCHX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,110909.68,0.0,0,0,,CORP,2025-07-21,OBLIGACIONES NEGOCIABLES
TLCHY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,82.8,0.0,0,0,,CORP,2025-07-21,OBLIGACIONES NEGOCIABLES
TLCHZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,94.34,0.0,0,0,,CORP,2025-07-21,OBLIGACIONES NEGOCIABLES
TLCJC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-11-17,OBLIGACIONES NEGOCIABLES
TLCJD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-11-17,OBLIGACIONES NEGOCIABLES
TLCJO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,117500.0,0.0,0,0,,CORP,2027-11-17,OBLIGACIONES NEGOCIABLES
TLCJX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99625.0,0.0,0,0,,CORP,2027-11-17,OBLIGACIONES NEGOCIABLES
TLCJY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-11-17,OBLIGACIONES NEGOCIABLES
TLCJZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-11-17,OBLIGACIONES NEGOCIABLES
TLCKC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-11-17,OBLIGACIONES NEGOCIABLES
TLCKD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-11-17,OBLIGACIONES NEGOCIABLES
TLCKO,2,10,80000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,101800.0,0.0,0,0,,CORP,2026-11-17,OBLIGACIONES NEGOCIABLES
TLCKX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100125.0,0.0,0,0,,CORP,2026-11-17,OBLIGACIONES NEGOCIABLES
TLCKY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-11-17,OBLIGACIONES NEGOCIABLES
TLCKZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-11-17,OBLIGACIONES NEGOCIABLES
TLCLC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-06,OBLIGACIONES NEGOCIABLES
TLCLD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-06,OBLIGACIONES NEGOCIABLES
TLCLO,2,10,80000.0,108000.0,4730,0.0,0.0,0.0,0.0,0.0,0.0,110500.0,0.0,0,0,,CORP,2026-06-06,OBLIGACIONES NEGOCIABLES
TLCLX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,107469.5,0.0,0,0,,CORP,2026-06-06,OBLIGACIONES NEGOCIABLES
TLCLY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-06,OBLIGACIONES NEGOCIABLES
TLCLZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-06,OBLIGACIONES NEGOCIABLES
TLCMC,2,0,0.0,110.0,10000,0.0,0.0,0.0,0.0,0.0,0.0,108.5,0.0,0,0,,CORP,2031-07-18,OBLIGACIONES NEGOCIABLES
TLCMD,2,5000,109.6,109.7,1000,109.7,0.0,-0.0027,108.5,112.7,108.4,110.0,973360.0,890000,152,2025-05-14 16:36:00,CORP,2031-07-18,OBLIGACIONES NEGOCIABLES
TLCMO,2,5000,124850.0,125000.0,2000,125150.0,0.0,0.0091,122150.0,126490.0,122140.0,124010.0,291698900.0,234000,115,2025-05-14 16:28:00,CORP,2031-07-18,OBLIGACIONES NEGOCIABLES
TLCMX,2,0,0.0,0.0,0,125788.984,0.0,0.0,0.0,125788.984,125788.984,138918.192,1156000762.96,919000,1,2025-05-14 13:45:00,CORP,2031-07-18,OBLIGACIONES NEGOCIABLES
TLCMY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,108.521,0.0,0,0,,CORP,2031-07-18,OBLIGACIONES NEGOCIABLES
TLCMZ,2,0,0.0,0.0,0,108.814,0.0,0.0,0.0,108.814,108.814,106.696,1000000.66,919000,1,2025-05-14 13:30:00,CORP,2031-07-18,OBLIGACIONES NEGOCIABLES
TLCNC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-06,OBLIGACIONES NEGOCIABLES
TLCND,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-06,OBLIGACIONES NEGOCIABLES
TLCNO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,93898.8572,0.0,0,0,,CORP,2026-02-06,OBLIGACIONES NEGOCIABLES
TLCNX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,107731.0,0.0,0,0,,CORP,2026-02-06,OBLIGACIONES NEGOCIABLES
TLCNY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-06,OBLIGACIONES NEGOCIABLES
TLCNZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-06,OBLIGACIONES NEGOCIABLES
TLCOC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-11-28,OBLIGACIONES NEGOCIABLES
TLCOD,2,4745,100.7,101.45,131,101.45,0.0,0.0069,100.7,101.45,100.2,100.75,190788.54,189676,116,2025-05-14 15:59:00,CORP,2028-11-28,OBLIGACIONES NEGOCIABLES
TLCOO,2,830,114400.0,115000.0,987,115000.0,0.0,-0.0043,115000.0,119500.0,114100.0,115500.0,128311128.8,111636,98,2025-05-14 16:06:00,CORP,2028-11-28,OBLIGACIONES NEGOCIABLES
TLCOX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-11-28,OBLIGACIONES NEGOCIABLES
TLCOY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-11-28,OBLIGACIONES NEGOCIABLES
TLCOZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-11-28,OBLIGACIONES NEGOCIABLES
TN62C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-05-26,OBLIGACIONES NEGOCIABLES
TN62D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-05-26,OBLIGACIONES NEGOCIABLES
TN62O,2,5000000,104.0,107.9,870870,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0,0,,CORP,2025-05-26,OBLIGACIONES NEGOCIABLES
TN62X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,110.53,0.0,0,0,,CORP,2025-05-26,OBLIGACIONES NEGOCIABLES
TN62Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-05-26,OBLIGACIONES NEGOCIABLES
TN62Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-05-26,OBLIGACIONES NEGOCIABLES
TN63C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,97.0478,0.0,0,0,,CORP,2025-11-28,OBLIGACIONES NEGOCIABLES
TN63D,2,700,102.0,102.2,10000,102.0,0.0,0.0009,100.55,102.3,100.55,101.9,73067.01,71624,26,2025-05-14 15:18:00,CORP,2025-11-28,OBLIGACIONES NEGOCIABLES
TN63O,2,200,116000.0,119600.0,11606,119800.0,0.0,0.0327,114500.0,119990.0,114500.0,116000.0,6897582.5,5895,9,2025-05-14 13:35:00,CORP,2025-11-28,OBLIGACIONES NEGOCIABLES
TN63X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-28,OBLIGACIONES NEGOCIABLES
TN63Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-28,OBLIGACIONES NEGOCIABLES
TN63Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-28,OBLIGACIONES NEGOCIABLES
TSC3C,2,50000,106.95,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0,0,,CORP,2031-07-24,OBLIGACIONES NEGOCIABLES
TSC3D,2,10000,109.1,109.8,10000,109.5,0.0,0.005,108.6,112.0,108.6,108.95,212417.0,194000,12,2025-05-14 15:51:00,CORP,2031-07-24,OBLIGACIONES NEGOCIABLES
TSC3O,2,10000,123800.0,125250.0,50000,124980.0,0.0,0.0113,124260.0,124980.0,123550.0,123580.0,191672000.0,154000,10,2025-05-14 16:31:00,CORP,2031-07-24,OBLIGACIONES NEGOCIABLES
TSC3X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,128890.0,0.0,0,0,,CORP,2031-07-24,OBLIGACIONES NEGOCIABLES
TSC3Y,2,0,0.0,0.0,0,109.015,0.0,0.0,0.0,109.015,108.599,107.999,2126426.2,1956000,3,2025-05-14 13:00:00,CORP,2031-07-24,OBLIGACIONES NEGOCIABLES
TSC3Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,101.834,0.0,0,0,,CORP,2031-07-24,OBLIGACIONES NEGOCIABLES
TTC7C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,97.3524,0.0,0,0,,CORP,2026-04-22,OBLIGACIONES NEGOCIABLES
TTC7D,2,8700,100.5,100.9,19,100.5,0.0,0.005,100.55,100.9,100.0,100.0,78036.53,77692,32,2025-05-14 16:17:00,CORP,2026-04-22,OBLIGACIONES NEGOCIABLES
TTC7O,2,4150,114000.0,118900.0,10000,114000.0,0.0,0.0,112210.0,114500.0,112210.0,114000.0,19465903.8,17050,18,2025-05-14 16:34:00,CORP,2026-04-22,OBLIGACIONES NEGOCIABLES
TTC7X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,125400.0,0.0,0,0,,CORP,2026-04-22,OBLIGACIONES NEGOCIABLES
TTC7Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.95,0.0,0,0,,CORP,2026-04-22,OBLIGACIONES NEGOCIABLES
TTC7Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,,CORP,2026-04-22,OBLIGACIONES NEGOCIABLES
TTC8C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-10-24,OBLIGACIONES NEGOCIABLES
TTC8D,2,20000,95.5,95.7,2500,95.75,0.0,-0.0040999999999999995,95.7,96.1,95.7,96.15,258087.36,269421,25,2025-05-14 16:11:00,CORP,2027-10-24,OBLIGACIONES NEGOCIABLES
TTC8O,2,1000,108600.0,114900.0,5000,109250.0,0.0,0.019,109300.0,109300.0,109010.0,107210.0,8727357.0,7999,5,2025-05-14 16:00:00,CORP,2027-10-24,OBLIGACIONES NEGOCIABLES
TTC8X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-10-24,OBLIGACIONES NEGOCIABLES
TTC8Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-10-24,OBLIGACIONES NEGOCIABLES
TTC8Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-10-24,OBLIGACIONES NEGOCIABLES
TTC9C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-10-24,OBLIGACIONES NEGOCIABLES
TTC9D,2,1956,98.8,99.04,2917,99.5,0.0,0.0,100.0,100.0,98.6,99.5,107004.07,107865,36,2025-05-14 15:46:00,CORP,2029-10-24,OBLIGACIONES NEGOCIABLES
TTC9O,2,1956,112530.0,112800.0,9846,112800.0,0.0,0.0026,113500.0,113500.0,110150.0,112500.0,7660153.5,6804,10,2025-05-14 16:10:00,CORP,2029-10-24,OBLIGACIONES NEGOCIABLES
TTC9X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-10-24,OBLIGACIONES NEGOCIABLES
TTC9Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-10-24,OBLIGACIONES NEGOCIABLES
TTC9Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-10-24,OBLIGACIONES NEGOCIABLES
TTCAX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2033-01-22,OBLIGACIONES NEGOCIABLES
TTCAY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.011,0.0,0,0,,CORP,2033-01-22,OBLIGACIONES NEGOCIABLES
TTCAZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,102.578,0.0,0,0,,CORP,2033-01-22,OBLIGACIONES NEGOCIABLES
TYCZC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-06,OBLIGACIONES NEGOCIABLES
TYCZD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-06,OBLIGACIONES NEGOCIABLES
TYCZO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-06,OBLIGACIONES NEGOCIABLES
TYCZX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,107.1,0.0,0,0,,CORP,2026-06-06,OBLIGACIONES NEGOCIABLES
TYCZY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-06,OBLIGACIONES NEGOCIABLES
TYCZZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-06-06,OBLIGACIONES NEGOCIABLES
UES1P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-12-05,OBLIGACIONES NEGOCIABLES
UF3PC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-04-23,OBLIGACIONES NEGOCIABLES
UF3PD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-04-23,OBLIGACIONES NEGOCIABLES
UFS3P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-04-23,OBLIGACIONES NEGOCIABLES
UR12C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-07-07,OBLIGACIONES NEGOCIABLES
UR12D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-07-07,OBLIGACIONES NEGOCIABLES
UR12P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-07-07,OBLIGACIONES NEGOCIABLES
UTC2C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-11,OBLIGACIONES NEGOCIABLES
UTC2D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-11,OBLIGACIONES NEGOCIABLES
UTC2P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-11,OBLIGACIONES NEGOCIABLES
UTC3C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-03-13,OBLIGACIONES NEGOCIABLES
UTC3D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-03-13,OBLIGACIONES NEGOCIABLES
UTC3P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-03-13,OBLIGACIONES NEGOCIABLES
