symbol,settlement,bid_size,bid,ask,ask_size,last,close,change,open,high,low,previous_close,turnover,volume,operations,datetime,group,expiration,tipo
BCCID,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.1,0.0,0,0,,CORP,2025-08-06,OBLIGACIONES NEGOCIABLES
BCCIO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-06,OBLIGACIONES NEGOCIABLES
BCCJC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-06,OBLIGACIONES NEGOCIABLES
BCCJD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-06,OBLIGACIONES NEGOCIABLES
BCCJO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-06,OBLIGACIONES NEGOCIABLES
BDCJC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-22,OBLIGACIONES NEGOCIABLES
BDCJD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-22,OBLIGACIONES NEGOCIABLES
BDCJY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-22,OBLIGACIONES NEGOCIABLES
BDCJZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-22,OBLIGACIONES NEGOCIABLES
BF34D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-27,OBLIGACIONES NEGOCIABLES
BF34O,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-27,OBLIGACIONES NEGOCIABLES
BF34X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-27,OBLIGACIONES NEGOCIABLES
BF34Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-27,OBLIGACIONES NEGOCIABLES
BF34Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-27,OBLIGACIONES NEGOCIABLES
BFCVC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-23,OBLIGACIONES NEGOCIABLES
BFCVD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-23,OBLIGACIONES NEGOCIABLES
BFCVO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,95.9934,0.0,0,0,,CORP,2025-06-23,OBLIGACIONES NEGOCIABLES
BFCVX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,107.83,0.0,0,0,,CORP,2025-06-23,OBLIGACIONES NEGOCIABLES
BFCVY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-23,OBLIGACIONES NEGOCIABLES
BFCVZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.0,0,0,,CORP,2025-06-23,OBLIGACIONES NEGOCIABLES
BFCWC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-12,OBLIGACIONES NEGOCIABLES
BFCWD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-12,OBLIGACIONES NEGOCIABLES
BFCWO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-12,OBLIGACIONES NEGOCIABLES
BFCWY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-09-12,OBLIGACIONES NEGOCIABLES
BFCXC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-12,OBLIGACIONES NEGOCIABLES
BFCXD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-12,OBLIGACIONES NEGOCIABLES
BFCXO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-12,OBLIGACIONES NEGOCIABLES
BFCXX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,105.19,0.0,0,0,,CORP,2025-12-12,OBLIGACIONES NEGOCIABLES
BFCXY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-12,OBLIGACIONES NEGOCIABLES
BFCXZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-12,OBLIGACIONES NEGOCIABLES
BFCYC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-27,OBLIGACIONES NEGOCIABLES
BFCYD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-27,OBLIGACIONES NEGOCIABLES
BFCYO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-27,OBLIGACIONES NEGOCIABLES
BFCYX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-27,OBLIGACIONES NEGOCIABLES
BFCYY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-27,OBLIGACIONES NEGOCIABLES
BFCYZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-27,OBLIGACIONES NEGOCIABLES
BFCZC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-27,OBLIGACIONES NEGOCIABLES
BFCZO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-27,OBLIGACIONES NEGOCIABLES
BFCZX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-27,OBLIGACIONES NEGOCIABLES
BFCZY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-27,OBLIGACIONES NEGOCIABLES
BFCZZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-27,OBLIGACIONES NEGOCIABLES
BNCTC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-01-22,OBLIGACIONES NEGOCIABLES
BNCTD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-01-22,OBLIGACIONES NEGOCIABLES
BNCTO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,,CORP,2026-01-22,OBLIGACIONES NEGOCIABLES
BNCTX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-01-22,OBLIGACIONES NEGOCIABLES
BNCTY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-01-22,OBLIGACIONES NEGOCIABLES
BNCTZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-01-22,OBLIGACIONES NEGOCIABLES
BNCUC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-21,OBLIGACIONES NEGOCIABLES
BNCUD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-21,OBLIGACIONES NEGOCIABLES
BNCUO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-21,OBLIGACIONES NEGOCIABLES
BNCUX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-21,OBLIGACIONES NEGOCIABLES
BNCUY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-21,OBLIGACIONES NEGOCIABLES
BNCUZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-21,OBLIGACIONES NEGOCIABLES
BO1AC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-02-10,OBLIGACIONES NEGOCIABLES
BO1AD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-02-10,OBLIGACIONES NEGOCIABLES
BO1AP,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2027-02-10,OBLIGACIONES NEGOCIABLES
BOL1C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-07,OBLIGACIONES NEGOCIABLES
BOL1D,2,1106,98.5,99.0,247,98.5,0.0,-0.0060999999999999995,99.2,99.2,98.3,99.11,2118.13,2142,17,2025-05-14 16:04:00,CORP,2026-03-07,OBLIGACIONES NEGOCIABLES
BOL1O,2,999,110820.0,115440.0,1000,110800.0,0.0,-0.0108,111010.0,111010.0,110020.0,112010.0,805302.9,731,9,2025-05-14 16:03:00,CORP,2026-03-07,OBLIGACIONES NEGOCIABLES
BPCHC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-02,OBLIGACIONES NEGOCIABLES
BPCHD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-02,OBLIGACIONES NEGOCIABLES
BPCHO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,101.55,0.0,0,0,,CORP,2025-08-02,OBLIGACIONES NEGOCIABLES
BPCHY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-02,OBLIGACIONES NEGOCIABLES
BPCHZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-02,OBLIGACIONES NEGOCIABLES
BPCIC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-05-28,OBLIGACIONES NEGOCIABLES
BPCIX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-05-28,OBLIGACIONES NEGOCIABLES
BPCIY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,101.25,0.0,0,0,,CORP,2025-05-28,OBLIGACIONES NEGOCIABLES
BPCIZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-05-28,OBLIGACIONES NEGOCIABLES
BPCJC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-07-14,OBLIGACIONES NEGOCIABLES
BPCJD,2,12620,100.1,102.7,12000,100.0,0.0,-0.0019,103.0,103.0,100.0,100.2,10470.0,10380,3,2025-05-14 15:38:00,CORP,2025-07-14,OBLIGACIONES NEGOCIABLES
BPCJO,2,5000,110250.0,0.0,0,110200.0,0.0,-0.0333,110000.0,110200.0,110000.0,114000.0,10324618.0,9380,3,2025-05-14 16:08:00,CORP,2025-07-14,OBLIGACIONES NEGOCIABLES
BPCJX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,119200.0,0.0,0,0,,CORP,2025-07-14,OBLIGACIONES NEGOCIABLES
BPCJY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.002,0.0,0,0,,CORP,2025-07-14,OBLIGACIONES NEGOCIABLES
BPCJZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,,CORP,2025-07-14,OBLIGACIONES NEGOCIABLES
BPCKC,2,0,0.0,105.0,9710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-07,OBLIGACIONES NEGOCIABLES
BPCKD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-07,OBLIGACIONES NEGOCIABLES
BPCKO,2,0,0.0,124000.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0,0,,CORP,2025-08-07,OBLIGACIONES NEGOCIABLES
BPCKX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-07,OBLIGACIONES NEGOCIABLES
BPCKY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-07,OBLIGACIONES NEGOCIABLES
BPCKZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-07,OBLIGACIONES NEGOCIABLES
BPCLC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-07,OBLIGACIONES NEGOCIABLES
BPCLD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-07,OBLIGACIONES NEGOCIABLES
BPCLO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-07,OBLIGACIONES NEGOCIABLES
BPCLX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,101.2,0.0,0,0,,CORP,2026-02-07,OBLIGACIONES NEGOCIABLES
BPCLY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-07,OBLIGACIONES NEGOCIABLES
BPCLZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-02-07,OBLIGACIONES NEGOCIABLES
BPCMC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-07,OBLIGACIONES NEGOCIABLES
BPCMD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-07,OBLIGACIONES NEGOCIABLES
BPCMO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-07,OBLIGACIONES NEGOCIABLES
BPCMX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.4,0.0,0,0,,CORP,2026-03-07,OBLIGACIONES NEGOCIABLES
BPCMY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-07,OBLIGACIONES NEGOCIABLES
BPCMZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-07,OBLIGACIONES NEGOCIABLES
BPCND,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-12,OBLIGACIONES NEGOCIABLES
BPCNX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-12,OBLIGACIONES NEGOCIABLES
BPCNY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-12,OBLIGACIONES NEGOCIABLES
BPCNZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-12,OBLIGACIONES NEGOCIABLES
BSCQC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-28,OBLIGACIONES NEGOCIABLES
BSCQD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-28,OBLIGACIONES NEGOCIABLES
BSCQO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-28,OBLIGACIONES NEGOCIABLES
BSCQX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,108.9,0.0,0,0,,CORP,2025-11-28,OBLIGACIONES NEGOCIABLES
BSCQY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-28,OBLIGACIONES NEGOCIABLES
BSCQZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-11-28,OBLIGACIONES NEGOCIABLES
BT21C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-20,OBLIGACIONES NEGOCIABLES
BT21P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-20,OBLIGACIONES NEGOCIABLES
BT22C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-20,OBLIGACIONES NEGOCIABLES
BT22D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-20,OBLIGACIONES NEGOCIABLES
BT22P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-09-20,OBLIGACIONES NEGOCIABLES
BTS1C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-04-12,OBLIGACIONES NEGOCIABLES
BTS1D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-04-12,OBLIGACIONES NEGOCIABLES
BTS1P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-04-12,OBLIGACIONES NEGOCIABLES
BUC2C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-03-31,OBLIGACIONES NEGOCIABLES
BUC2D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-03-31,OBLIGACIONES NEGOCIABLES
BUC2O,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-03-31,OBLIGACIONES NEGOCIABLES
BUC2X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-03-31,OBLIGACIONES NEGOCIABLES
BUC2Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-03-31,OBLIGACIONES NEGOCIABLES
BUC2Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2029-03-31,OBLIGACIONES NEGOCIABLES
BUC3C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-10,OBLIGACIONES NEGOCIABLES
BUC3D,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-10,OBLIGACIONES NEGOCIABLES
BUC3O,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-10,OBLIGACIONES NEGOCIABLES
BUC3X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-10,OBLIGACIONES NEGOCIABLES
BUC3Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-10,OBLIGACIONES NEGOCIABLES
BUC3Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-03-10,OBLIGACIONES NEGOCIABLES
BVCFC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-05-17,OBLIGACIONES NEGOCIABLES
BVCFD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-05-17,OBLIGACIONES NEGOCIABLES
BVCFO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,97520.0,0.0,0,0,,CORP,2025-05-17,OBLIGACIONES NEGOCIABLES
BVCFX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,107575.0,0.0,0,0,,CORP,2025-05-17,OBLIGACIONES NEGOCIABLES
BVCFY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-05-17,OBLIGACIONES NEGOCIABLES
BVCFZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-05-17,OBLIGACIONES NEGOCIABLES
BVCJC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-18,OBLIGACIONES NEGOCIABLES
BVCJD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-18,OBLIGACIONES NEGOCIABLES
BVCJO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-18,OBLIGACIONES NEGOCIABLES
BVCJX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,104.895,0.0,0,0,,CORP,2025-06-18,OBLIGACIONES NEGOCIABLES
BVCJY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-18,OBLIGACIONES NEGOCIABLES
BVCJZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-18,OBLIGACIONES NEGOCIABLES
BVCMC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-05,OBLIGACIONES NEGOCIABLES
BVCMD,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-05,OBLIGACIONES NEGOCIABLES
BVCMO,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-05,OBLIGACIONES NEGOCIABLES
BVCMX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-05,OBLIGACIONES NEGOCIABLES
BVCMY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-05,OBLIGACIONES NEGOCIABLES
BVCMZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-08-05,OBLIGACIONES NEGOCIABLES
BYC2C,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,72.874,0.0,0,0,,CORP,2026-07-19,OBLIGACIONES NEGOCIABLES
BYC2O,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12073.7262,0.0,0,0,,CORP,2026-07-19,OBLIGACIONES NEGOCIABLES
BYC2P,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,102.7,0.0,0,0,,CORP,2026-07-19,OBLIGACIONES NEGOCIABLES
BYC2X,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,102446.0,0.0,0,0,,CORP,2026-07-19,OBLIGACIONES NEGOCIABLES
BYC2Y,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-07-19,OBLIGACIONES NEGOCIABLES
BYC2Z,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2026-07-19,OBLIGACIONES NEGOCIABLES
BYCHD,2,37045,105.75,0.0,0,105.75,0.0,0.0066,104.95,105.75,104.8,105.05,204988.27,194569,15,2025-05-14 16:32:00,CORP,2028-10-10,OBLIGACIONES NEGOCIABLES
BYCHO,2,4000,120000.0,120500.0,38606,119900.0,0.0,0.0025,120000.0,120500.0,119440.0,119600.0,53809199.0,44895,10,2025-05-14 16:32:00,CORP,2028-10-10,OBLIGACIONES NEGOCIABLES
BYCHX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-10-10,OBLIGACIONES NEGOCIABLES
BYCHY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-10-10,OBLIGACIONES NEGOCIABLES
BYCHZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2028-10-10,OBLIGACIONES NEGOCIABLES
BYCKC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-04,OBLIGACIONES NEGOCIABLES
BYCKD,2,10000,100.5,101.1,10000,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0,0,,CORP,2025-06-04,OBLIGACIONES NEGOCIABLES
BYCKO,2,6200,111010.0,119400.0,1200,0.0,0.0,0.0,0.0,0.0,0.0,113500.0,0.0,0,0,,CORP,2025-06-04,OBLIGACIONES NEGOCIABLES
BYCKX,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,131750.0,0.0,0,0,,CORP,2025-06-04,OBLIGACIONES NEGOCIABLES
BYCKY,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,0.0,0,0,,CORP,2025-06-04,OBLIGACIONES NEGOCIABLES
BYCKZ,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-06-04,OBLIGACIONES NEGOCIABLES
BYCLC,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,CORP,2025-12-27,OBLIGACIONES NEGOCIABLES
