symbol,settlement,bid_size,bid,ask,ask_size,last,close,change,open,high,low,previous_close,turnover,volume,operations,datetime,group,expiration
BNO5X,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,100119.84,0.0,0,0,,GO,2025-10-19
BNO5Y,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-10-19
BNO5Z,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-10-19
BRA26,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-04-24
BUJ26,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-06-05
BUJ6C,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-06-05
BUJ6D,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-06-05
D16E6,2,290,105600.0,106500.0,24789,106500.0,0,0.0105,104500.0,106900.0,104500.0,105390.0,542867398.5,509129,27,2025-05-14 16:34:00,GO,2026-01-16
DE6C,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-01-16
DE6D,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-01-16
DE6X,2,0,0.0,0.0,0,106000.0,0,0.0,0.0,106000.0,106000.0,108500.0,1444075100.0,1362335,2,2025-05-14 16:22:00,GO,2026-01-16
DE6Y,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-01-16
DE6Z,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2026-01-16
LBJ25,2,0,0.0,98.0,500000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-26
LBJ5C,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-26
LBJ5D,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-26
LBY25,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-22
LBY5C,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-22
LBY5D,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-05-22
M31L5,2,287325,104.55,104.6,16446164,104.6,0,0.0014000000000000002,103.0,105.25,103.0,104.45,3591883888.15,3434134306,195,2025-05-14 16:34:00,GO,2025-07-31
ML5C,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-31
ML5D,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-31
ML5X,2,0,0.0,0.0,0,104.4,0,0.0,0.0,104.55,104.4,104.2,2089500000.0,2000000000,2,2025-05-14 15:37:00,GO,2025-07-31
ML5Y,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-31
ML5Z,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-07-31
S10N5,2,3473139,105.9,106.0,15597,106.0,0,0.0,106.45,106.45,105.7,106.0,2352291967.13,2221250594,552,2025-05-14 16:35:00,GO,2025-11-10
S12S5,2,100000,144.001,144.05,3140801,144.05,0,0.0004,143.991,144.3,143.902,143.99,7723125860.31,5361446701,761,2025-05-14 16:36:00,GO,2025-09-12
S15G5,2,165033,135.73,135.74,84274251,135.65,0,0.0,136.5,136.5,134.701,135.65,28058448987.59,20681616683,1938,2025-05-14 16:35:00,GO,2025-08-15
S16Y5,2,200000000,136.74,136.759,500000000,136.731,0,0.0005,136.79,136.792,136.64,136.658,41973454040.45,30692229413,3387,2025-05-14 16:35:00,GO,2025-05-16
S18J5,2,33565252,143.64,143.664,1463603,143.637,0,0.0006,143.87,143.87,143.44,143.55,27124061285.87,18882411573,3165,2025-05-14 16:35:00,GO,2025-06-18
S28N5,2,3051040,105.6,105.932,14646236,105.6,0,-0.0028000000000000004,105.901,107.0,105.5,105.9,871925733.75,822194536,246,2025-05-14 16:35:00,GO,2025-11-28
S29G5,2,6600000,144.51,144.599,2295803,144.599,0,0.0002,144.48,145.5,144.229,144.56,1531557615.07,1058042738,536,2025-05-14 16:36:00,GO,2025-08-29
S2G5C,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-08-15
S2G5D,2,1000000,0.118,0.12,2000000,0.122,0,0.0166,0.122,0.122,0.122,0.12,1426.73,1169442,10,2025-05-14 15:19:00,GO,2025-08-15
S2G5X,2,0,0.0,0.0,0,135.5,0,0.0,0.0,135.844,135.076,135.5,85649514150.0,63140000000,19,2025-05-14 15:37:00,GO,2025-08-15
S2G5Y,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.112,0.0,0,0,,GO,2025-08-15
S2G5Z,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.112,0.0,0,0,,GO,2025-08-15
S2J5C,2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,GO,2025-06-30
S2J5D,2,1000,0.124,0.125,1959674,0.125,0,0.016200000000000003,0.125,0.125,0.125,0.123,375.67,300533,3,2025-05-14 16:21:00,GO,2025-06-30
S2J5X,2,0,0.0,0.0,0,140.6,0,0.0,0.0,141.15,140.6,140.7125,21152312150.58,15032130800,4,2025-05-14 16:14:00,GO,2025-06-30
